time,axis_x,axis_y,axis_z
7.21999984,0.746738855,2.52388672e-09,-0.665117345
7.22999984,0.746066758,2.51728718e-09,-0.665871154
7.23999984,0.745393899,2.51067322e-09,-0.666624283
7.24999984,0.744720281,2.50404494e-09,-0.667376733
7.25999984,0.744045903,2.49740243e-09,-0.668128501
7.26999984,0.743370766,2.49074578e-09,-0.668879588
7.27999984,0.742694871,2.48407509e-09,-0.669629993
7.28999984,0.742018219,2.47739045e-09,-0.670379715
7.29999984,0.74134081,2.47069196e-09,-0.671128753
7.30999984,0.740662645,2.4639797e-09,-0.671877106
7.31999984,0.739983725,2.45725377e-09,-0.672624774
7.32999984,0.73930405,2.45051426e-09,-0.673371756
7.33999984,0.738623621,2.44376126e-09,-0.674118051
7.34999984,0.737942439,2.43699486e-09,-0.674863658
7.35999984,0.737260504,2.43021514e-09,-0.675608577
7.36999984,0.736577818,2.42342221e-09,-0.676352806
7.37999984,0.73589438,2.41661614e-09,-0.677096346
7.38999983,0.735210192,2.40979703e-09,-0.677839195
7.39999983,0.734525254,2.40296495e-09,-0.678581352
7.40999983,0.733839567,2.39612001e-09,-0.679322818
7.41999983,0.733153131,2.38926228e-09,-0.68006359
7.42999983,0.732465948,2.38239186e-09,-0.680803669
7.43999983,0.731778018,2.37550882e-09,-0.681543053
7.44999983,0.731089341,2.36861325e-09,-0.682281742
7.45999983,0.730399919,2.36170524e-09,-0.683019734
7.46999983,0.729709753,2.35478487e-09,-0.683757031
7.47999983,0.729018842,2.34785222e-09,-0.684493629
7.48999983,0.728327187,2.34090738e-09,-0.68522953
7.49999983,0.72763479,2.33395043e-09,-0.685964731
7.50999983,0.72694165,2.32698145e-09,-0.686699233
7.51999983,0.72624777,2.32000052e-09,-0.687433034
7.52999983,0.725553148,2.31300772e-09,-0.688166135
7.53999983,0.724857787,2.30600314e-09,-0.688898533
7.54999983,0.724161687,2.29898685e-09,-0.689630228
7.55999983,0.723464848,2.29195894e-09,-0.69036122
7.56999983,0.722767271,2.28491948e-09,-0.691091508
7.57999983,0.722068957,2.27786855e-09,-0.69182109
7.58999983,0.721369907,2.27080623e-09,-0.692549967
7.59999983,0.720670121,2.2637326e-09,-0.693278138
7.60999983,0.7199696,2.25664773e-09,-0.694005601
7.61999983,0.719268345,2.24955171e-09,-0.694732357
7.62999983,0.718566357,2.2424446e-09,-0.695458403
7.63999983,0.717863635,2.23532649e-09,-0.696183741
7.64999983,0.717160182,2.22819744e-09,-0.696908368
7.65999983,0.716455997,2.22105754e-09,-0.697632284
7.66999983,0.715751082,2.21390685e-09,-0.698355489
7.67999983,0.715045436,2.20674546e-09,-0.699077982
7.68999983,0.714339062,2.19957344e-09,-0.699799761
7.69999983,0.713631958,2.19239085e-09,-0.700520826
7.70999983,0.712924128,2.18519778e-09,-0.701241177
7.71999983,0.71221557,2.17799429e-09,-0.701960813
7.72999983,0.711506285,2.17078046e-09,-0.702679732
7.73999983,0.710796275,2.16355635e-09,-0.703397935
7.74999983,0.710085541,2.15632205e-09,-0.70411542
7.75999983,0.709374082,2.14907761e-09,-0.704832187
7.76999983,0.7086619,2.14182311e-09,-0.705548235
7.77999983,0.707948994,2.13455862e-09,-0.706263564
7.78999983,0.707235368,2.12728421e-09,-0.706978171
7.79999983,0.706521019,2.11999994e-09,-0.707692058
7.80999983,0.705805951,2.1127059e-09,-0.708405223
7.81999983,0.705090162,2.10540213e-09,-0.709117665
7.82999982,0.704373654,2.09808872e-09,-0.709829384
7.83999982,0.703656428,2.09076572e-09,-0.710540379
7.84999982,0.702938485,2.08343321e-09,-0.711250649
